L_sizes,next_L,loss_t,loss_v,acc_t,acc_v,lr_mean,lr_std,s_min,s_plus,mb_size,lrb_size,lr,max_L,min_L,optimizer,network,max_lr,min_lr
empty,empty,3.7551730049133303,3.796191453933716,12.681999206542969,12.269999504089355,0.0010000001639127731,0.0,empty,empty,20,20000,0.001,empty,empty,ADAMUPD,CNN,0.1,1e-06
,,3.559831135559082,3.6267030239105225,16.600000381469727,15.639999389648438,0.0010000001639127731,0.0,,,,,,,,,,,
,,3.4391087121009827,3.527355432510376,18.493999481201172,17.619998931884766,0.0006883987225592136,0.0004870777192991227,,,,,,,,,,,
,,3.360360616493225,3.451753616333008,19.93199920654297,18.559999465942383,0.0006928307702764869,0.0005056260270066559,,,,,,,,,,,
,,3.298509278869629,3.4039885997772217,20.76999855041504,19.229999542236328,0.0007054343004710972,0.0005303504294715822,,,,,,,,,,,
,,3.2352420456886293,3.3484530448913574,21.799999237060547,19.920000076293945,0.0007116262568160892,0.0005488062161020935,,,,,,,,,,,
,,3.213778313589096,3.3367671966552734,22.479999542236328,19.689998626708984,0.0007217781385406852,0.0005773648736067116,,,,,,,,,,,
,,3.19097514090538,3.3206241130828857,22.76599884033203,20.65999984741211,0.0007269505877047777,0.0006031653028912842,,,,,,,,,,,
,,3.152208125114441,3.2895586490631104,23.513999938964844,20.81999969482422,0.0007351883105002344,0.0006353844655677676,,,,,,,,,,,
,,3.136011154079437,3.272564649581909,24.035999298095703,21.65999984741211,0.0007391786202788353,0.0006628967821598053,,,,,,,,,,,
,,3.125532683944702,3.275702953338623,24.081998825073242,21.719999313354492,0.0007409898098558187,0.0006926956120878458,,,,,,,,,,,
,,3.07083746843338,3.2271902561187744,25.073999404907227,22.510000228881836,0.0007469852571375668,0.0007288511842489243,,,,,,,,,,,
,,3.0688519816398623,3.227295160293579,24.945999145507812,21.81999969482422,0.0007477864855900407,0.0007580843521282077,,,,,,,,,,,
,,3.0455101891517637,3.208195447921753,25.341999053955078,22.78999900817871,0.0007487353286705911,0.0007899941992945969,,,,,,,,,,,
,,3.064446784734726,3.224034309387207,25.115999221801758,22.579999923706055,0.0007497401675209403,0.0008360448991879821,,,,,,,,,,,
,,3.002238280105591,3.175675392150879,26.26999855041504,23.75,0.0007459412445314229,0.0008659564191475511,,,,,,,,,,,
,,3.0029649265766145,3.1750447750091553,26.047998428344727,23.31999969482422,0.0007515091565437615,0.0009248710121028125,,,,,,,,,,,
,,2.9868063368797304,3.16686749458313,26.421998977661133,23.51999855041504,0.0007457415340468287,0.0009713700274005532,,,,,,,,,,,
,,3.020576044464111,3.20935320854187,25.92599868774414,22.81999969482422,0.000746294972486794,0.001019131625071168,,,,,,,,,,,
,,2.951871783685684,3.138746976852417,26.799999237060547,23.989999771118164,0.0007460881606675684,0.0011019861558452249,,,,,,,,,,,
,,2.9480574196338654,3.140840530395508,26.981998443603516,23.75,0.0007406891090795398,0.001146180322393775,,,,,,,,,,,
,,2.9308424891471865,3.1256113052368164,27.618000030517578,24.349998474121094,0.0007423506467603147,0.0011847696732729673,,,,,,,,,,,
,,2.927988578701019,3.1237661838531494,27.393999099731445,23.969999313354492,0.000736272893846035,0.0012315307976678014,,,,,,,,,,,
,,2.9803100947380066,3.1717047691345215,26.173999786376953,23.149999618530273,0.0007325118058361113,0.0012595648877322674,,,,,,,,,,,
,,2.9305495460510254,3.1236698627471924,27.365999221801758,24.34000015258789,0.0007273713126778603,0.0012378556421026587,,,,,,,,,,,
,,2.910556766939163,3.1111416816711426,27.605998992919922,24.1299991607666,0.0007208437309600413,0.0012771819019690156,,,,,,,,,,,
,,2.919563360929489,3.1243419647216797,27.447999954223633,24.049999237060547,0.0007214989163912833,0.001316752634011209,,,,,,,,,,,
,,2.890514684677124,3.0988121032714844,28.1560001373291,24.479999542236328,0.0007134303450584412,0.0013971141306683421,,,,,,,,,,,
,,2.8972539993286133,3.1058549880981445,28.107999801635742,24.599998474121094,0.0007104708929546177,0.0014172833180055022,,,,,,,,,,,
