L_sizes,next_L,loss_t,loss_v,acc_t,acc_v,lr_mean,lr_std,s_min,s_plus,mb_size,lrb_size,lr,max_L,min_L,optimizer,network,max_lr,min_lr
empty,empty,3.674702503681183,3.7186241149902344,14.043999671936035,13.799999237060547,0.0010000001639127731,0.0,empty,empty,20,15000,0.001,empty,empty,ADAMUPD,CNN,0.1,1e-06
,,3.472063325214386,3.5344085693359375,17.70400047302246,17.170000076293945,0.0010000001639127731,0.0,,,,,,,,,,,
,,3.349836759567261,3.428020715713501,20.45599937438965,19.119998931884766,0.0006913379766047001,0.0004909886047244072,,,,,,,,,,,
,,3.2691177536964418,3.374460220336914,21.83599853515625,20.51999855041504,0.0006986457738094032,0.0005123919690959156,,,,,,,,,,,
,,3.199086747455597,3.3128840923309326,22.760000228881836,21.09000015258789,0.0007135405903682113,0.0005411873571574688,,,,,,,,,,,
,,3.157068878173828,3.275301694869995,23.56599998474121,22.149999618530273,0.0007208613096736372,0.0005675987922586501,,,,,,,,,,,
,,3.1369350580692292,3.2650952339172363,23.65399932861328,21.76999855041504,0.0007252789800986648,0.0005921348929405212,,,,,,,,,,,
,,3.089760819721222,3.2251596450805664,24.417999267578125,22.979999542236328,0.0007296388503164053,0.0006175608723424375,,,,,,,,,,,
,,3.058153182888031,3.2011122703552246,25.42599868774414,23.549999237060547,0.000733675726223737,0.0006433993112295866,,,,,,,,,,,
,,3.067625295352936,3.2138285636901855,24.889999389648438,23.09000015258789,0.0007320382283069193,0.0006582260830327868,,,,,,,,,,,
,,3.077395933675766,3.2354328632354736,24.717998504638672,23.06999969482422,0.0007276585092768073,0.0006741317338310182,,,,,,,,,,,
,,3.045388170385361,3.1998250484466553,25.711999893188477,23.689998626708984,0.0007341819582507014,0.000712827080860734,,,,,,,,,,,
,,3.0222797332763673,3.182676076889038,25.937999725341797,23.8799991607666,0.0007306649931706488,0.00073343695839867,,,,,,,,,,,
,,2.9935931014060975,3.168536901473999,26.52400016784668,24.260000228881836,0.0007311439258046448,0.0007658064714632928,,,,,,,,,,,
,,2.9774146513462068,3.155489921569824,26.92999839782715,24.399999618530273,0.000729347113519907,0.0007934221648611128,,,,,,,,,,,
,,2.989198478221893,3.1663715839385986,26.689998626708984,23.90999984741211,0.0007289613713510334,0.0008376980549655855,,,,,,,,,,,
,,2.971200959587097,3.152449369430542,26.93199920654297,24.849998474121094,0.0007235672092065215,0.0008585368050262332,,,,,,,,,,,
,,2.9546275092601775,3.1454179286956787,27.51999855041504,24.889999389648438,0.0007240167469717562,0.0009027473279275,,,,,,,,,,,
